run_id,wrapper_id,wrapper_name,status,row_count,duration_seconds,started_at,completed_at,max_items,urls_count,error_message,result_file
1130,175,arXiv stat.ML Papers (Container),completed,138,135.78,2026-06-22T08:42:50.951335+00:00,2026-05-09T00:49:36.630075+00:00,1000,1,,run_results/175/run_412.json
1129,180,Protein — Wikipedia Infobox,completed,13,10.98,2026-06-22T08:42:50.950205+00:00,2026-06-04T23:37:44.824696+00:00,500,1,,run_results/180/run_411.json
1128,150,numpy — PyPI Package Detail,completed,76,11.97,2026-06-22T08:42:50.949453+00:00,2026-05-20T10:08:08.818299+00:00,1000,1,,run_results/150/run_410.json
1127,137,Hacker News Show HN,completed,110,27.08,2026-06-22T08:42:50.948604+00:00,2026-02-25T00:08:15.930548+00:00,200,1,,run_results/137/run_409.json
1126,173,Wikipedia — Computer Science Topics (Scroll test),failed,19,92.3,2026-06-22T08:42:50.947295+00:00,2026-06-09T22:56:55.149138+00:00,200,2,Memory error: too many DOM nodes loaded,
1125,156,IMDb Most Popular TV Shows,pending,0,,2026-06-22T08:42:50.946689+00:00,,100,1,,
1124,125,Top Grossing Films All Time,completed,450,14.05,2026-06-22T08:42:50.945792+00:00,2026-02-22T15:55:49.895081+00:00,50,2,,run_results/125/run_406.json
1123,177,pandas — PyPI Package Detail,completed,40,5.99,2026-06-22T08:42:50.943269+00:00,2026-05-22T11:41:36.840695+00:00,1000,2,,run_results/177/run_405.json
1122,145,GPT-3 Paper — Abstract,completed,5,10.32,2026-06-22T08:42:50.940220+00:00,2026-05-06T09:59:33.172884+00:00,1000,1,,run_results/145/run_404.json
1121,115,Countries by Population,completed,386,5.64,2026-06-22T08:42:50.938185+00:00,2026-04-04T04:55:07.484895+00:00,1000,2,,run_results/115/run_403.json
1120,179,Artificial Intelligence — Wikipedia,failed,1,12.02,2026-06-22T08:42:50.933057+00:00,2026-04-17T10:09:17.863277+00:00,0,1,Timeout loading page (30000ms),
1119,151,scikit-learn — PyPI Package Detail,completed,50,7.76,2026-06-22T08:42:50.931662+00:00,2026-05-07T01:29:48.610730+00:00,0,2,,run_results/151/run_401.json
1118,139,arXiv NLP Papers,completed,72,22.2,2026-06-22T08:42:50.925619+00:00,2026-02-23T03:40:26.051009+00:00,200,1,,run_results/139/run_400.json
1117,157,NBA 2024 Per-Game Stats,completed,590,17.84,2026-06-22T08:42:50.923956+00:00,2026-05-30T07:09:57.685307+00:00,200,2,,run_results/157/run_399.json
1116,154,Stack Overflow — Bioinformatics Questions,completed,49,28.88,2026-06-22T08:42:50.912315+00:00,2026-04-02T08:56:05.732857+00:00,500,1,,run_results/154/run_398.json
1115,116,Largest Companies by Revenue,completed,128,16.6,2026-06-22T08:42:50.910161+00:00,2026-03-22T02:29:03.448397+00:00,0,2,,run_results/116/run_397.json
1114,137,Hacker News Show HN,completed,105,25.16,2026-06-22T08:42:50.908546+00:00,2026-05-03T18:12:32.012062+00:00,1000,1,,run_results/137/run_396.json
1113,173,Wikipedia — Computer Science Topics (Scroll test),completed,172,105.34,2026-06-22T08:42:50.906962+00:00,2026-05-29T08:04:11.183980+00:00,500,2,,run_results/173/run_395.json
1112,149,requests — PyPI Package Detail,completed,106,11.9,2026-06-22T08:42:50.906012+00:00,2026-05-27T23:18:58.744025+00:00,100,2,,run_results/149/run_394.json
1111,127,Countries by Life Expectancy,completed,71,13.77,2026-06-22T08:42:50.904921+00:00,2026-04-15T09:39:31.619369+00:00,100,1,,run_results/127/run_393.json
1110,133,COVID-19 — Wikipedia Infobox,completed,55,14.94,2026-06-22T08:42:50.903732+00:00,2026-06-18T08:19:09.789732+00:00,100,1,,run_results/133/run_392.json
1109,121,US States by Population,failed,18,6.19,2026-06-22T08:42:50.902858+00:00,2026-04-10T03:20:42.037381+00:00,100,2,Page structure changed — XPath selector no longer matches,
1108,118,Nobel Laureates in Physics,completed,51,12.73,2026-06-22T08:42:50.900963+00:00,2026-06-11T12:03:51.576091+00:00,50,1,,run_results/118/run_390.json
1107,176,scrapy — PyPI Package Detail,completed,58,9.03,2026-06-22T08:42:50.900087+00:00,2026-03-10T21:41:24.879871+00:00,50,1,,run_results/176/run_389.json
1106,177,pandas — PyPI Package Detail,completed,70,10.54,2026-06-22T08:42:50.899258+00:00,2026-06-14T10:33:53.385706+00:00,1000,1,,run_results/177/run_388.json
1105,166,NCBI Gene — Human Cancer Genes,failed,10,17.56,2026-06-22T08:42:50.898441+00:00,2026-03-10T17:40:29.408065+00:00,50,2,Navigation timeout exceeded 30000ms,
1104,148,PyPI — Machine Learning Packages,completed,286,52.54,2026-06-22T08:42:50.897716+00:00,2026-05-02T21:03:34.390365+00:00,100,2,,run_results/148/run_386.json
1103,177,pandas — PyPI Package Detail,completed,53,7.87,2026-06-22T08:42:50.895519+00:00,2026-05-24T07:14:15.717620+00:00,100,1,,run_results/177/run_385.json
1102,151,scikit-learn — PyPI Package Detail,completed,107,6.59,2026-06-22T08:42:50.893981+00:00,2026-04-01T02:06:31.436783+00:00,50,1,,run_results/151/run_384.json
1101,125,Top Grossing Films All Time,completed,174,7.22,2026-06-22T08:42:50.892559+00:00,2026-05-25T23:47:02.067166+00:00,200,1,,run_results/125/run_383.json
1100,157,NBA 2024 Per-Game Stats,completed,377,11.83,2026-06-22T08:42:50.890502+00:00,2026-04-16T17:10:59.675654+00:00,200,1,,run_results/157/run_382.json
1099,158,NBA 2024 Team Stats,completed,338,8.76,2026-06-22T08:42:50.886496+00:00,2026-06-17T15:53:24.612681+00:00,100,1,,run_results/158/run_381.json
1098,143,Attention Is All You Need — Abstract,completed,36,11.65,2026-06-22T08:42:50.881457+00:00,2026-02-23T23:49:11.497128+00:00,100,2,,run_results/143/run_380.json
1097,146,PyPI — Web Scraping Packages,completed,228,54.72,2026-06-22T08:42:50.878884+00:00,2026-03-06T23:25:37.567385+00:00,100,2,,run_results/146/run_379.json
1096,174,arXiv CS.AI Papers (Container),completed,296,61.33,2026-06-22T08:42:50.873321+00:00,2026-04-26T02:50:55.174486+00:00,200,2,,run_results/174/run_378.json
1095,158,NBA 2024 Team Stats,completed,282,11.12,2026-06-22T08:42:50.867599+00:00,2026-06-02T10:31:58.963312+00:00,50,1,,run_results/158/run_377.json
1094,165,PubMed — RNA Sequencing,failed,6,71.3,2026-06-22T08:42:50.865756+00:00,2026-04-19T14:15:17.145678+00:00,50,1,Cloudflare bot check intercepted the request,
1093,143,Attention Is All You Need — Abstract,completed,12,7.05,2026-06-22T08:42:50.864436+00:00,2026-05-07T19:53:20.895143+00:00,0,2,,run_results/143/run_375.json
1092,166,NCBI Gene — Human Cancer Genes,completed,51,40.45,2026-06-22T08:42:50.863381+00:00,2026-05-26T15:23:25.298934+00:00,50,1,,run_results/166/run_374.json
1091,135,Hacker News Front Page,completed,96,5.31,2026-06-22T08:42:50.862525+00:00,2026-04-28T12:41:03.157969+00:00,100,2,,run_results/135/run_373.json
1090,134,Global Warming — Wikipedia Infobox,completed,158,15.07,2026-06-22T08:42:50.861293+00:00,2026-03-03T15:25:49.914942+00:00,200,2,,run_results/134/run_372.json
1089,180,Protein — Wikipedia Infobox,completed,48,12.36,2026-06-22T08:42:50.860052+00:00,2026-05-18T12:41:17.209417+00:00,50,2,,run_results/180/run_371.json
1088,154,Stack Overflow — Bioinformatics Questions,completed,38,30.42,2026-06-22T08:42:50.859178+00:00,2026-04-14T21:45:15.263691+00:00,0,2,,run_results/154/run_370.json
1087,138,arXiv ML Papers,failed,0,64.91,2026-06-22T08:42:50.858233+00:00,2026-03-31T05:32:23.753184+00:00,100,1,No new rows found after incrementing page — stopped early,
1086,121,US States by Population,completed,186,6.47,2026-06-22T08:42:50.857368+00:00,2026-05-24T13:25:32.318848+00:00,100,1,,run_results/121/run_368.json
1085,144,BERT Paper — Abstract,completed,8,8.54,2026-06-22T08:42:50.855911+00:00,2026-05-19T02:12:27.385573+00:00,1000,1,,run_results/144/run_367.json
1084,128,Countries by HDI,completed,390,11.14,2026-06-22T08:42:50.854953+00:00,2026-03-10T08:56:03.992964+00:00,100,2,,run_results/128/run_366.json
1083,174,arXiv CS.AI Papers (Container),completed,268,87.17,2026-06-22T08:42:50.852697+00:00,2026-06-18T09:27:34.015066+00:00,1000,2,,run_results/174/run_365.json
1082,130,Machine Learning — Wikipedia Infobox,completed,34,11.92,2026-06-22T08:42:50.849156+00:00,2026-06-01T23:57:12.764977+00:00,0,1,,run_results/130/run_364.json
1081,123,Largest Lakes by Area,completed,334,7.12,2026-06-22T08:42:50.848316+00:00,2026-03-31T11:38:32.970806+00:00,50,2,,run_results/123/run_363.json
1080,124,Largest Cities by Population,pending,0,,2026-06-22T08:42:50.847119+00:00,,200,2,,
1079,145,GPT-3 Paper — Abstract,completed,5,11.35,2026-06-22T08:42:50.846480+00:00,2026-03-30T16:37:13.198150+00:00,500,1,,run_results/145/run_361.json
1078,118,Nobel Laureates in Physics,completed,169,10.21,2026-06-22T08:42:50.845407+00:00,2026-05-19T21:38:47.061636+00:00,1000,1,,run_results/118/run_360.json
1077,180,Protein — Wikipedia Infobox,failed,2,14.83,2026-06-22T08:42:50.843785+00:00,2026-03-05T23:54:45.675094+00:00,200,1,Page structure changed — XPath selector no longer matches,
1076,151,scikit-learn — PyPI Package Detail,completed,24,10.47,2026-06-22T08:42:50.842995+00:00,2026-05-03T04:56:15.314101+00:00,0,1,,run_results/151/run_358.json
1075,181,DNA — Wikipedia Infobox,completed,27,5.72,2026-06-22T08:42:50.841587+00:00,2026-03-04T12:56:33.568343+00:00,1000,1,,run_results/181/run_357.json
1074,158,NBA 2024 Team Stats,completed,130,15.77,2026-06-22T08:42:50.840368+00:00,2026-05-17T08:14:12.617555+00:00,1000,2,,run_results/158/run_356.json
1073,119,Nobel Laureates in Chemistry,completed,194,15.62,2026-06-22T08:42:50.824779+00:00,2026-02-28T00:07:11.471880+00:00,100,1,,run_results/119/run_355.json
1072,148,PyPI — Machine Learning Packages,completed,64,52.35,2026-06-22T08:42:50.823387+00:00,2026-03-03T09:59:27.200085+00:00,200,2,,run_results/148/run_354.json
1071,166,NCBI Gene — Human Cancer Genes,completed,110,38.73,2026-06-22T08:42:50.822357+00:00,2026-04-08T20:07:42.577721+00:00,100,2,,run_results/166/run_353.json
1070,181,DNA — Wikipedia Infobox,completed,56,6.47,2026-06-22T08:42:50.820682+00:00,2026-04-13T09:49:51.315181+00:00,0,2,,run_results/181/run_352.json
1069,125,Top Grossing Films All Time,completed,418,18.92,2026-06-22T08:42:50.819774+00:00,2026-04-07T11:30:59.770485+00:00,200,2,,run_results/125/run_351.json
1068,162,PubMed — Cancer Immunotherapy,failed,6,45.31,2026-06-22T08:42:50.818274+00:00,2026-04-30T16:38:53.160235+00:00,100,2,Timeout waiting for new content after button click,
1067,180,Protein — Wikipedia Infobox,completed,28,11.69,2026-06-22T08:42:50.817096+00:00,2026-05-16T23:13:22.534243+00:00,50,2,,run_results/180/run_349.json
1066,142,arXiv Quantum Computing Papers,completed,286,27.02,2026-06-22T08:42:50.816124+00:00,2026-02-28T19:26:56.869143+00:00,500,2,,run_results/142/run_348.json
1065,152,Stack Overflow — Python Questions,failed,17,40.06,2026-06-22T08:42:50.814722+00:00,2026-05-21T10:49:29.908521+00:00,100,1,Timeout waiting for page load after URL increment,
1064,129,Python Language — Wikipedia,completed,224,10.03,2026-06-22T08:42:50.813407+00:00,2026-03-13T19:16:11.878837+00:00,1000,2,,run_results/129/run_346.json
1063,182,Genome — Wikipedia Infobox,completed,10,14.81,2026-06-22T08:42:50.809573+00:00,2026-03-16T04:18:42.661042+00:00,50,1,,run_results/182/run_345.json
1062,170,ClinicalTrials — Cancer Studies,completed,142,10.94,2026-06-22T08:42:50.807318+00:00,2026-05-15T08:30:06.783606+00:00,200,2,,run_results/170/run_344.json
1061,145,GPT-3 Paper — Abstract,failed,1,5.85,2026-06-22T08:42:50.801417+00:00,2026-03-11T05:00:19.698749+00:00,50,1,Timeout loading page (30000ms),
1060,116,Largest Companies by Revenue,completed,86,19.65,2026-06-22T08:42:50.799924+00:00,2026-04-19T22:17:12.493168+00:00,200,1,,run_results/116/run_342.json
1059,146,PyPI — Web Scraping Packages,completed,56,20.32,2026-06-22T08:42:50.796130+00:00,2026-02-26T11:55:18.168827+00:00,200,2,,run_results/146/run_341.json
1058,182,Genome — Wikipedia Infobox,completed,44,14.22,2026-06-22T08:42:50.793006+00:00,2026-05-29T18:47:23.067086+00:00,1000,2,,run_results/182/run_340.json
1057,148,PyPI — Machine Learning Packages,completed,121,22.48,2026-06-22T08:42:50.790119+00:00,2026-05-25T20:49:59.330029+00:00,1000,1,,run_results/148/run_339.json
1056,137,Hacker News Show HN,failed,19,27.74,2026-06-22T08:42:50.786786+00:00,2026-05-03T14:47:49.588104+00:00,0,1,Timeout waiting for page load after URL increment,
1055,131,CRISPR — Wikipedia Overview,completed,46,7.9,2026-06-22T08:42:50.783775+00:00,2026-03-18T18:46:31.750338+00:00,50,2,,run_results/131/run_337.json
1054,136,Hacker News Ask HN,completed,151,22.8,2026-06-22T08:42:50.781382+00:00,2026-05-15T02:44:37.643630+00:00,200,1,,run_results/136/run_336.json
1053,131,CRISPR — Wikipedia Overview,completed,168,8.75,2026-06-22T08:42:50.777918+00:00,2026-02-25T11:57:07.595485+00:00,100,1,,run_results/131/run_335.json
1052,160,GitHub Trending Python Repos,completed,198,3.66,2026-06-22T08:42:50.774006+00:00,2026-04-15T12:09:02.506806+00:00,0,2,,run_results/160/run_334.json
1051,138,arXiv ML Papers,completed,136,19.79,2026-06-22T08:42:50.765564+00:00,2026-02-25T12:37:00.640838+00:00,100,2,,run_results/138/run_333.json
1050,148,PyPI — Machine Learning Packages,completed,105,44.89,2026-06-22T08:42:50.764289+00:00,2026-05-21T09:53:47.738240+00:00,50,1,,run_results/148/run_332.json
1049,159,NFL 2023 Passing Leaders,completed,692,18.29,2026-06-22T08:42:50.762915+00:00,2026-05-16T05:14:54.134714+00:00,100,2,,run_results/159/run_331.json
1048,161,GitHub Trending All Languages,completed,176,12.92,2026-06-22T08:42:50.760997+00:00,2026-03-26T09:08:57.770229+00:00,1000,2,,run_results/161/run_330.json
1047,126,Olympic Games Host Cities,completed,114,18.57,2026-06-22T08:42:50.759444+00:00,2026-05-21T05:45:09.416490+00:00,500,2,,run_results/126/run_329.json
1046,127,Countries by Life Expectancy,completed,190,13.96,2026-06-22T08:42:50.758181+00:00,2026-05-08T21:44:12.809317+00:00,1000,2,,run_results/127/run_328.json
1045,170,ClinicalTrials — Cancer Studies,completed,54,14.3,2026-06-22T08:42:50.756613+00:00,2026-05-02T08:35:44.147240+00:00,200,1,,run_results/170/run_327.json
1044,150,numpy — PyPI Package Detail,completed,42,8.32,2026-06-22T08:42:50.755629+00:00,2026-03-30T13:46:57.168992+00:00,0,2,,run_results/150/run_326.json
1043,114,Countries by GDP (IMF),completed,120,8.77,2026-06-22T08:42:50.754609+00:00,2026-04-02T08:36:47.616413+00:00,1000,1,,run_results/114/run_325.json
1042,166,NCBI Gene — Human Cancer Genes,completed,126,43.54,2026-06-22T08:42:50.744515+00:00,2026-06-18T03:36:04.388236+00:00,1000,2,,run_results/166/run_324.json
1041,177,pandas — PyPI Package Detail,completed,115,13.07,2026-06-22T08:42:50.739988+00:00,2026-04-06T00:10:23.915931+00:00,0,1,,run_results/177/run_323.json
1040,160,GitHub Trending Python Repos,completed,31,8.09,2026-06-22T08:42:50.738822+00:00,2026-04-25T23:02:02.941969+00:00,200,1,,run_results/160/run_322.json
1039,178,PyTorch — PyPI Package Detail,completed,36,7.61,2026-06-22T08:42:50.736566+00:00,2026-05-11T13:50:14.454776+00:00,1000,1,,run_results/178/run_321.json
1038,164,PubMed — Protein Folding,failed,6,44.55,2026-06-22T08:42:50.735783+00:00,2026-03-24T18:26:15.393586+00:00,200,2,Cloudflare bot check intercepted the request,
1037,165,PubMed — RNA Sequencing,completed,21,50.67,2026-06-22T08:42:50.734955+00:00,2026-03-24T19:15:02.513924+00:00,200,1,,run_results/165/run_319.json
1036,137,Hacker News Show HN,completed,63,22.88,2026-06-22T08:42:50.732220+00:00,2026-02-27T09:57:31.725860+00:00,100,1,,run_results/137/run_318.json
1035,122,World's Highest Mountains,completed,82,5.08,2026-06-22T08:42:50.731254+00:00,2026-04-03T15:39:17.929026+00:00,50,2,,run_results/122/run_317.json
1034,182,Genome — Wikipedia Infobox,failed,4,14.06,2026-06-22T08:42:50.729965+00:00,2026-04-25T23:45:40.907891+00:00,0,2,Timeout loading page (30000ms),
1033,118,Nobel Laureates in Physics,completed,210,9.31,2026-06-22T08:42:50.728929+00:00,2026-06-03T06:35:19.157647+00:00,100,2,,run_results/118/run_315.json
1032,169,data.gov — Climate Datasets,completed,36,23.57,2026-06-22T08:42:50.725659+00:00,2026-06-19T07:26:33.418674+00:00,1000,1,,run_results/169/run_314.json
1031,126,Olympic Games Host Cities,completed,328,20.42,2026-06-22T08:42:50.718064+00:00,2026-06-06T15:23:11.269040+00:00,500,2,,run_results/126/run_313.json
1030,160,GitHub Trending Python Repos,completed,130,12.88,2026-06-22T08:42:50.716540+00:00,2026-02-28T02:25:01.729508+00:00,50,2,,run_results/160/run_312.json
1029,177,pandas — PyPI Package Detail,completed,230,5.72,2026-06-22T08:42:50.715328+00:00,2026-06-06T14:16:14.564948+00:00,1000,2,,run_results/177/run_311.json
1028,154,Stack Overflow — Bioinformatics Questions,completed,182,12.74,2026-06-22T08:42:50.714279+00:00,2026-04-14T07:19:19.585218+00:00,50,2,,run_results/154/run_310.json
1027,170,ClinicalTrials — Cancer Studies,completed,100,15.9,2026-06-22T08:42:50.712983+00:00,2026-05-23T05:00:47.745538+00:00,0,2,,run_results/170/run_309.json
1026,135,Hacker News Front Page,completed,59,10.08,2026-06-22T08:42:50.711693+00:00,2026-03-26T12:34:13.927089+00:00,200,1,,run_results/135/run_308.json
1025,132,Deep Learning — Wikipedia,completed,89,10.11,2026-06-22T08:42:50.709794+00:00,2026-05-02T13:42:43.960801+00:00,1000,1,,run_results/132/run_307.json
1024,144,BERT Paper — Abstract,completed,10,13.82,2026-06-22T08:42:50.708882+00:00,2026-03-04T02:25:49.671608+00:00,200,1,,run_results/144/run_306.json
1023,145,GPT-3 Paper — Abstract,completed,10,11.26,2026-06-22T08:42:50.708040+00:00,2026-05-21T18:13:30.110778+00:00,1000,1,,run_results/145/run_305.json
1022,183,Insulin — Wikipedia,completed,48,9.39,2026-06-22T08:42:50.707138+00:00,2026-03-12T15:49:07.236601+00:00,200,2,,run_results/183/run_304.json
1021,131,CRISPR — Wikipedia Overview,completed,362,13.18,2026-06-22T08:42:50.705903+00:00,2026-03-13T23:10:35.023605+00:00,50,2,,run_results/131/run_303.json
1020,142,arXiv Quantum Computing Papers,completed,272,23.13,2026-06-22T08:42:50.704627+00:00,2026-05-25T22:53:25.976739+00:00,0,2,,run_results/142/run_302.json
1019,120,Programming Language Popularity (TIOBE-style),completed,52,5.41,2026-06-22T08:42:50.703099+00:00,2026-04-15T22:51:51.258315+00:00,0,2,,run_results/120/run_301.json
1018,155,IMDb Top 250 Movies,failed,7,10.75,2026-06-22T08:42:50.701906+00:00,2026-03-08T07:22:07.597013+00:00,100,2,Timeout loading page (30000ms),
1017,120,Programming Language Popularity (TIOBE-style),completed,39,6.29,2026-06-22T08:42:50.701098+00:00,2026-03-19T22:27:29.138168+00:00,0,1,,run_results/120/run_299.json
1016,121,US States by Population,completed,328,13.47,2026-06-22T08:42:50.699124+00:00,2026-03-01T02:18:02.322678+00:00,500,2,,run_results/121/run_298.json
1015,144,BERT Paper — Abstract,completed,16,7.09,2026-06-22T08:42:50.693279+00:00,2026-03-10T20:53:23.938293+00:00,1000,1,,run_results/144/run_297.json
1014,147,PyPI — Data Science Packages,completed,45,29.05,2026-06-22T08:42:50.691430+00:00,2026-04-20T23:18:21.899252+00:00,1000,1,,run_results/147/run_296.json
1013,157,NBA 2024 Per-Game Stats,completed,62,9.45,2026-06-22T08:42:50.688887+00:00,2026-03-20T12:41:24.301447+00:00,100,2,,run_results/157/run_295.json
1012,169,data.gov — Climate Datasets,completed,164,43.98,2026-06-22T08:42:50.685837+00:00,2026-06-05T20:32:15.829889+00:00,100,2,,run_results/169/run_294.json
1011,126,Olympic Games Host Cities,completed,726,9.4,2026-06-22T08:42:50.682359+00:00,2026-05-28T04:29:38.252200+00:00,50,2,,run_results/126/run_293.json
1010,136,Hacker News Ask HN,completed,350,25.07,2026-06-22T08:42:50.678045+00:00,2026-04-06T19:46:30.922054+00:00,1000,2,,run_results/136/run_292.json
1009,142,arXiv Quantum Computing Papers,completed,252,13.06,2026-06-22T08:42:50.674602+00:00,2026-04-21T06:23:04.909138+00:00,100,2,,run_results/142/run_291.json
1008,133,COVID-19 — Wikipedia Infobox,completed,61,14.55,2026-06-22T08:42:50.667772+00:00,2026-05-15T19:24:53.394410+00:00,1000,1,,run_results/133/run_290.json
1007,148,PyPI — Machine Learning Packages,failed,9,39.31,2026-06-22T08:42:50.662320+00:00,2026-03-27T22:51:28.156204+00:00,500,2,Rate limited: HTTP 429 Too Many Requests,
1006,114,Countries by GDP (IMF),completed,179,17.51,2026-06-22T08:42:50.657237+00:00,2026-05-18T16:12:33.359587+00:00,0,1,,run_results/114/run_288.json
1005,130,Machine Learning — Wikipedia Infobox,completed,66,13.37,2026-06-22T08:42:50.648725+00:00,2026-03-20T17:35:38.217992+00:00,1000,2,,run_results/130/run_287.json
1004,161,GitHub Trending All Languages,completed,75,12.97,2026-06-22T08:42:50.646218+00:00,2026-04-05T04:56:50.813955+00:00,500,1,,run_results/161/run_286.json
1003,151,scikit-learn — PyPI Package Detail,completed,70,9.76,2026-06-22T08:42:50.641794+00:00,2026-04-27T16:55:55.609053+00:00,100,2,,run_results/151/run_285.json
1002,166,NCBI Gene — Human Cancer Genes,completed,63,58.28,2026-06-22T08:42:50.638829+00:00,2026-03-19T10:59:56.129314+00:00,1000,1,,run_results/166/run_284.json
1001,176,scrapy — PyPI Package Detail,completed,116,9.65,2026-06-22T08:42:50.636092+00:00,2026-06-22T00:01:18.494931+00:00,500,1,,run_results/176/run_283.json
1000,149,requests — PyPI Package Detail,completed,52,4.17,2026-06-22T08:42:50.633470+00:00,2026-04-07T06:40:43.021533+00:00,1000,2,,run_results/149/run_282.json
999,164,PubMed — Protein Folding,completed,27,83.02,2026-06-22T08:42:50.630726+00:00,2026-03-03T09:51:34.866311+00:00,1000,1,,run_results/164/run_281.json
998,155,IMDb Top 250 Movies,completed,198,18.77,2026-06-22T08:42:50.613239+00:00,2026-03-31T19:23:49.618551+00:00,200,1,,run_results/155/run_280.json
997,165,PubMed — RNA Sequencing,completed,41,38.54,2026-06-22T08:42:50.611667+00:00,2026-04-04T06:42:06.385283+00:00,50,1,,run_results/165/run_279.json
996,173,Wikipedia — Computer Science Topics (Scroll test),completed,290,49.49,2026-06-22T08:42:50.610347+00:00,2026-03-19T01:36:13.336183+00:00,1000,2,,run_results/173/run_278.json
995,183,Insulin — Wikipedia,completed,48,10.16,2026-06-22T08:42:50.609407+00:00,2026-04-16T01:08:23.006689+00:00,100,1,,run_results/183/run_277.json
994,147,PyPI — Data Science Packages,completed,67,43.48,2026-06-22T08:42:50.608559+00:00,2026-04-12T22:45:47.332268+00:00,200,1,,run_results/147/run_276.json
993,167,NCBI Gene — Diabetes Genes,completed,22,51.8,2026-06-22T08:42:50.607441+00:00,2026-03-03T02:33:42.645748+00:00,0,1,,run_results/167/run_275.json
992,153,Stack Overflow — Machine Learning Questions,pending,0,,2026-06-22T08:42:50.606627+00:00,,500,2,,
991,116,Largest Companies by Revenue,completed,146,20.15,2026-06-22T08:42:50.605371+00:00,2026-06-18T14:26:17.001895+00:00,1000,2,,run_results/116/run_273.json
990,140,arXiv Computer Vision Papers,completed,260,49.97,2026-06-22T08:42:50.603788+00:00,2026-04-25T01:49:27.822372+00:00,0,2,,run_results/140/run_272.json
989,116,Largest Companies by Revenue,completed,100,25.37,2026-06-22T08:42:50.602439+00:00,2026-04-21T19:35:43.222118+00:00,500,1,,run_results/116/run_271.json
988,151,scikit-learn — PyPI Package Detail,completed,55,12.77,2026-06-22T08:42:50.601012+00:00,2026-03-15T00:51:24.617507+00:00,50,1,,run_results/151/run_270.json
987,129,Python Language — Wikipedia,failed,6,9.92,2026-06-22T08:42:50.600337+00:00,2026-06-07T02:09:17.772122+00:00,200,2,Timeout loading page (30000ms),
986,139,arXiv NLP Papers,completed,92,46.23,2026-06-22T08:42:50.599780+00:00,2026-06-04T23:23:59.078560+00:00,100,2,,run_results/139/run_268.json
985,176,scrapy — PyPI Package Detail,completed,70,11.13,2026-06-22T08:42:50.598796+00:00,2026-04-28T18:54:44.979073+00:00,0,1,,run_results/176/run_267.json
984,149,requests — PyPI Package Detail,completed,63,12.66,2026-06-22T08:42:50.598042+00:00,2026-03-19T03:01:04.508171+00:00,50,1,,run_results/149/run_266.json
983,180,Protein — Wikipedia Infobox,completed,48,13.13,2026-06-22T08:42:50.597193+00:00,2026-06-01T01:41:05.980161+00:00,200,1,,run_results/180/run_265.json
982,116,Largest Companies by Revenue,completed,168,30.04,2026-06-22T08:42:50.595427+00:00,2026-04-21T09:01:25.887254+00:00,500,2,,run_results/116/run_264.json
981,153,Stack Overflow — Machine Learning Questions,completed,394,54.66,2026-06-22T08:42:50.593624+00:00,2026-05-05T03:22:00.504353+00:00,200,2,,run_results/153/run_263.json
980,155,IMDb Top 250 Movies,completed,57,8.85,2026-06-22T08:42:50.592180+00:00,2026-04-03T10:24:36.698355+00:00,50,1,,run_results/155/run_262.json
979,120,Programming Language Popularity (TIOBE-style),completed,34,4.83,2026-06-22T08:42:50.591114+00:00,2026-06-14T16:28:26.676373+00:00,50,1,,run_results/120/run_261.json
978,144,BERT Paper — Abstract,completed,38,5.81,2026-06-22T08:42:50.590360+00:00,2026-06-10T07:52:39.659411+00:00,100,2,,run_results/144/run_260.json
977,162,PubMed — Cancer Immunotherapy,completed,80,43.35,2026-06-22T08:42:50.589513+00:00,2026-04-28T05:48:02.197125+00:00,50,1,,run_results/162/run_259.json
976,123,Largest Lakes by Area,completed,124,4.36,2026-06-22T08:42:50.588348+00:00,2026-03-17T01:15:23.209547+00:00,500,1,,run_results/123/run_258.json
975,155,IMDb Top 250 Movies,completed,214,17.59,2026-06-22T08:42:50.587083+00:00,2026-04-12T05:41:37.435978+00:00,50,1,,run_results/155/run_257.json
974,149,requests — PyPI Package Detail,completed,104,10.2,2026-06-22T08:42:50.583575+00:00,2026-05-04T22:23:55.046840+00:00,1000,1,,run_results/149/run_256.json
973,117,Programming Languages A–Z,completed,110,7.4,2026-06-22T08:42:50.582344+00:00,2026-03-05T02:21:43.243238+00:00,100,1,,run_results/117/run_255.json
972,129,Python Language — Wikipedia,completed,69,12.81,2026-06-22T08:42:50.577200+00:00,2026-05-12T11:46:06.661751+00:00,0,1,,run_results/129/run_254.json
971,135,Hacker News Front Page,completed,88,8.83,2026-06-22T08:42:50.575678+00:00,2026-06-03T14:10:21.673450+00:00,50,1,,run_results/135/run_253.json
970,149,requests — PyPI Package Detail,completed,202,9.98,2026-06-22T08:42:50.574506+00:00,2026-04-14T01:31:07.827820+00:00,100,2,,run_results/149/run_252.json
969,159,NFL 2023 Passing Leaders,completed,438,7.93,2026-06-22T08:42:50.573390+00:00,2026-04-13T14:58:04.782655+00:00,200,2,,run_results/159/run_251.json
968,165,PubMed — RNA Sequencing,completed,29,29.27,2026-06-22T08:42:50.571541+00:00,2026-03-01T03:34:21.113733+00:00,0,1,,run_results/165/run_250.json
967,146,PyPI — Web Scraping Packages,failed,5,16.79,2026-06-22T08:42:50.570650+00:00,2026-05-05T10:37:42.641601+00:00,200,1,Timeout waiting for page load after URL increment,
